BGD,Bangladesh,40986,Political Rights,1 to 7 scale,2,4,4,7,7,6,4,3,3,5,6,6,5,4,4,4,4,5,2,2,2,2,3,2,2,2,3,3,3,4,4,4,4,4,5,4,3,3,3,3,3,4,4,4,4,5,5,5
BGD,Bangladesh,40987,Freedom Status,1 to 3 scale,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
BGR,Bulgaria,28902,Electoral Democracies,1 Yes 0 No,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
BGR,Bulgaria,40985,Civil Liberties,1 to 7 scale,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,3,3,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
BGR,Bulgaria,40986,Political Rights,1 to 7 scale,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
BGR,Bulgaria,40987,Freedom Status,1 to 3 scale,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
BHR,Bahrain,28902,Electoral Democracies,1 Yes 0 No,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
BHR,Bahrain,40985,Civil Liberties,1 to 7 scale,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6
BHR,Bahrain,40986,Political Rights,1 to 7 scale,6,6,4,6,6,6,6,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,6,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,7,7,7
BHR,Bahrain,40987,Freedom Status,1 to 3 scale,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
BHS,"Bahamas, The",28902,Electoral Democracies,1 Yes 0 No,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
BHS,"Bahamas, The",40985,Civil Liberties,1 to 7 scale,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BHS,"Bahamas, The",40986,Political Rights,1 to 7 scale,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BHS,"Bahamas, The",40987,Freedom Status,1 to 3 scale,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
BIH,Bosnia and Herzegovina,28902,Electoral Democracies,1 Yes 0 No,,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,
BIH,Bosnia and Herzegovina,40985,Civil Liberties,1 to 7 scale,,,,,,,,,,,,,,,,,,,,6,6,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4
BIH,Bosnia and Herzegovina,40986,Political Rights,1 to 7 scale,,,,,,,,,,,,,,,,,,,,6,6,6,6,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4
BIH,Bosnia and Herzegovina,40987,Freedom Status,1 to 3 scale,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
BLR,Belarus,28902,Electoral Democracies,1 Yes 0 No,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
BLR,Belarus,40985,Civil Liberties,1 to 7 scale,,,,,,,,,,,,,,,,,,,4,3,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
BLR,Belarus,40986,Political Rights,1 to 7 scale,,,,,,,,,,,,,,,,,,,4,4,5,4,5,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7
BLR,Belarus,40987,Freedom Status,1 to 3 scale,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BLZ,Belize,28902,Electoral Democracies,1 Yes 0 No,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
BLZ,Belize,40985,Civil Liberties,1 to 7 scale,,,,,,,,,,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
BLZ,Belize,40986,Political Rights,1 to 7 scale,,,,,,,,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
BLZ,Belize,40987,Freedom Status,1 to 3 scale,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
BOL,Bolivia,28902,Electoral Democracies,1 Yes 0 No,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
BOL,Bolivia,40985,Civil Liberties,1 to 7 scale,4,4,5,5,4,4,3,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
BOL,Bolivia,40986,Political Rights,1 to 7 scale,5,5,6,6,6,6,5,3,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
BOL,Bolivia,40987,Freedom Status,1 to 3 scale,2,2,1,1,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
BRA,Brazil,28902,Electoral Democracies,1 Yes 0 No,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
BRA,Brazil,40985,Civil Liberties,1 to 7 scale,5,5,4,5,5,5,4,3,3,3,3,3,2,2,2,3,2,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
BRA,Brazil,40986,Political Rights,1 to 7 scale,5,5,4,4,4,4,4,4,4,4,3,3,3,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
BRA,Brazil,40987,Freedom Status,1 to 3 scale,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
BRB,Barbados,28902,Electoral Democracies,1 Yes 0 No,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
BRB,Barbados,40985,Civil Liberties,1 to 7 scale,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BRB,Barbados,40986,Political Rights,1 to 7 scale,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BRB,Barbados,40987,Freedom Status,1 to 3 scale,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
BRN,Brunei Darussalam,28902,Electoral Democracies,1 Yes 0 No,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
BRN,Brunei Darussalam,40985,Civil Liberties,1 to 7 scale,5,5,5,5,5,,,,,,,6,5,5,5,6,6,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
BRN,Brunei Darussalam,40986,Political Rights,1 to 7 scale,6,6,6,6,6,,,,,,,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
BRN,Brunei Darussalam,40987,Freedom Status,1 to 3 scale,1,1,1,1,1,,,,,,,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BTN,Bhutan,28902,Electoral Democracies,1 Yes 0 No,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,,,,
BTN,Bhutan,40985,Civil Liberties,1 to 7 scale,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4
BTN,Bhutan,40986,Political Rights,1 to 7 scale,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,2
BTN,Bhutan,40987,Freedom Status,1 to 3 scale,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
BWA,Botswana,28902,Electoral Democracies,1 Yes 0 No,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
BWA,Botswana,40985,Civil Liberties,1 to 7 scale,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
BWA,Botswana,40986,Political Rights,1 to 7 scale,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
BWA,Botswana,40987,Freedom Status,1 to 3 scale,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
CAF,Central African Republic,28902,Electoral Democracies,1 Yes 0 No,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,,,,
CAF,Central African Republic,40985,Civil Liberties,1 to 7 scale,7,7,7,7,7,7,7,6,5,5,5,6,6,6,6,6,6,5,5,5,4,4,4,5,5,4,4,4,5,5,5,5,4,4,5,5,5,5,5,5,7,7,7,7,7,7,7,7
CAF,Central African Republic,40986,Political Rights,1 to 7 scale,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,3,3,3,3,3,3,3,3,5,5,7,6,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7
CAF,Central African Republic,40987,Freedom Status,1 to 3 scale,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
CAN,Canada,28902,Electoral Democracies,1 Yes 0 No,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
CAN,Canada,40985,Civil Liberties,1 to 7 scale,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
